Country Code,Income Group,Country Name,Series Name,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021
AFG,Low income,Afghanistan,Income share held by lowest 10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Upper middle income,Albania,Income share held by lowest 10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,3.5,,,3.5,,,3.7,,,,3.7,,2.9,3.2,3.0,3.1,3.2,3.4,,
DZA,Lower middle income,Algeria,Income share held by lowest 10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,2.9,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
ASM,Upper middle income,American Samoa,Income share held by lowest 10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND,High income,Andorra,Income share held by lowest 10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,Lower middle income,Angola,Income share held by lowest 10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.1,,,,,,,,,,1.3,,,
ATG,High income,Antigua and Barbuda,Income share held by lowest 10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Upper middle income,Argentina,Income share held by lowest 10%,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.8,1.6,,,,1.7,1.6,1.5,1.5,1.1,1.0,1.1,1.1,1.1,0.9,0.7,0.9,1.1,1.2,1.3,1.3,1.4,1.4,1.5,1.6,1.7,1.7,1.8,1.8,,1.8,1.8,1.8,1.7,1.7,
ARM,Upper middle income,Armenia,Income share held by lowest 10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.2,3.3,3.7,3.1,3.3,3.7,3.5,3.9,4.0,3.9,3.8,3.8,3.6,3.5,3.4,3.3,3.5,3.3,3.8,4.4,
ABW,High income,Aruba,Income share held by lowest 10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
