Country Code,Income Group,Country Name,Series Name,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021
AFG,Low income,Afghanistan,Oil rents (% of GDP),,,,,,,,,,,0.0177889919988865,0.0294247030075833,0.0331009512386763,0.0554377144704201,0.18246430638044,0.393058059485199,0.570591379239737,0.653526571800843,0.612869653053416,1.27240044798532,1.41675389979945,1.36909951486152,,,,,,,,,,,,,,,,,,,,,0.0291356728024153,0.0267120778901793,0.0254147218828367,0.0259768818928915,0.022140005381477,0.0146988999912581,0.0161231798040348,0.0054506785604444,0.0049776188611663,0.0066142621119822,0.110270669167496,0.0041075531915122,0.0031665614833681,0.0011194562440276,0.0008666083644786,0.0013060356991873,0.0019757452847245,0.0016710995191879,0.0010311758754288,
ALB,Upper middle income,Albania,Oil rents (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,13.1022707410627,13.1350368534285,4.86064548160219,7.98968304790724,4.9239348010532,7.71499501297864,7.54614648758971,4.10399664589503,4.28718044897959,2.3379212927435,1.32290264473362,1.05465026619962,1.05208530564382,1.13332793274145,0.175060609388419,0.441297041178152,0.945515900078417,0.650152758744909,0.664633813702542,0.644499134825707,0.682970501343325,0.926542289634311,1.11615117898719,0.839438715710261,0.916274529133656,0.459667978017704,1.35749037173149,2.73818404690857,3.00841935415488,2.64966927221584,2.77670697386026,1.33724245019524,1.15651054126866,1.21097051663579,1.58530866740542,1.57701690620244,1.05395231261002,
DZA,Lower middle income,Algeria,Oil rents (% of GDP),,,,,,,,,,,8.29292288368696,8.05191639385631,9.94009311008348,11.6121385880782,28.7155775341061,23.2111685228228,24.4936164684898,23.9019277421245,20.6578272438714,37.6551948969272,30.9823661887705,23.7004395279145,18.2080320128515,16.8219616876267,15.832119507995,14.4638094707376,6.8164984343621,8.98957398413226,8.20152787406732,12.923719521257,16.5015277410892,13.4934874336692,13.8375357947945,12.2012713104695,12.9152996816056,14.3272227633867,16.8105919802291,15.1568743977095,9.21421265506019,13.3435108321979,20.607193234279,17.5571886005007,18.3856219259911,20.2195975764786,22.2172433242317,29.0855881784822,30.6586846972374,28.675677489945,30.4821877940503,20.6318725445739,23.3755370592139,27.2701467100672,26.1165523856916,23.7954264856136,20.4732232148889,12.8393823870843,10.028258191437,12.121082699586,15.6479719279686,14.3077786454189,10.1943460569889,
ASM,Upper middle income,American Samoa,Oil rents (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AND,High income,Andorra,Oil rents (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,Lower middle income,Angola,Oil rents (% of GDP),,,,,,,,,,,,,,,,,,,,,19.0073721224432,9.43262897027512,3.92252213634512,9.74131603906636,15.734915223452,14.4850147135758,6.42192197651489,16.3739898921974,14.7846859556492,22.4219889566942,27.9241666015155,,,,47.86820933909,39.1752567313564,43.8046440381056,37.2505482927044,15.938706379818,37.8155164610669,53.8986180739924,36.9233468860144,26.562057663468,22.8318047011559,39.3829000695589,45.2326627707852,43.0057241328181,45.7808492125907,55.4068347866039,30.2568054853209,39.7197022341775,40.6503517071496,35.857494279928,30.4285550052016,23.3606701803309,10.3717932668495,10.3257244195752,15.8198584409145,26.3342151109984,24.9749864733623,24.028004023435,
ATG,High income,Antigua and Barbuda,Oil rents (% of GDP),,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ARG,Upper middle income,Argentina,Oil rents (% of GDP),,,,,,,,,,,0.268367181657603,0.394582757690264,0.44389730399401,0.468589415623693,1.72699963186166,2.18194896152411,2.44555984380105,2.06442721927339,2.29993902093329,5.10034888972502,5.95674218235372,4.92919623294912,2.86026673528258,3.0335123809204,3.76320136000323,3.12126283610169,1.0374996145039,1.63387686751651,1.12409651428645,2.80975784491193,2.22901585555559,0.94242246093207,0.963251595352748,0.961970786254243,0.887253539204983,1.06578732168656,1.420050955492,1.24782856601663,0.639158899601474,1.1279515699477,1.9901249087916,1.61158232395276,4.70804086056989,4.1638536168747,4.05848322896993,4.83494891799297,4.81858691558118,3.91684715442337,4.14061401360476,2.130875457751,2.3340135789079,2.68972942600211,2.42550450976188,2.21688688639824,2.05810159467174,0.71171653042454,0.53679526782434,0.723462625237328,1.39460030263589,1.5096732902657,1.1177564069069,
ARM,Upper middle income,Armenia,Oil rents (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ABW,High income,Aruba,Oil rents (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
AUS,High income,Australia,Oil rents (% of GDP),,,,,,,,,,,0.0137214946470667,0.0643339464440334,0.134359602252111,0.295002153606738,1.21678014163085,1.28395189890093,1.31731972604717,1.4866274456754,1.32164716030017,2.813150547458,2.69238081346249,1.96671827493502,1.11124354477817,1.60140643161717,1.70854645576828,2.09443294292993,0.87850380852076,1.32175754071098,0.792950746874157,0.81515179855995,1.25254765548291,0.641089369763699,0.695787345054803,0.665298973023515,0.61634916240798,0.618987553800695,0.729026434238987,0.611106597565197,0.312684422414137,0.52197577632879,1.29517975562648,0.927327999240232,0.879394365989911,0.707382438518468,0.665936279412797,0.932534603721149,0.986904956118296,0.928467966021898,1.06201690023171,0.636963641812716,0.772678252793687,0.831541229936464,0.713908958659727,0.533492199750972,0.533375620360102,0.206366074954906,0.171478357980657,0.210421869237178,0.31501827872077,0.370294383181352,0.253858465971328,
AUT,High income,Austria,Oil rents (% of GDP),,,,,,,,,,,0.0121883140864806,0.0152445437287378,0.0194847509995574,0.0357334309567973,0.227397451555862,0.174581956918299,0.171071783509507,0.143447361928775,0.113050769593995,0.217581175046292,0.229298860948609,0.181564257279171,0.10366693106439,0.145610853303623,0.149688128233789,0.1436459534103,0.0411742896821065,0.0521390312156889,0.0396964340056062,0.0639576542340773,0.06762465916062,0.0354891865198928,0.0299803324042133,0.0280982757473363,0.0232863772499546,0.0239830745709551,0.0321413096071717,0.0249106008261746,0.0066540285197764,0.0210893999194086,0.0561138914093743,0.0405989008731759,0.0396313353824282,0.036816529671817,0.0440354515468147,0.0567181263932102,0.0639449692644589,0.0601151491161966,0.0735709864761821,0.0423835756446248,0.063780314401071,0.093219717121314,0.0910455883395308,0.0747960515801985,0.069578442173689,0.0326137111548934,0.0230866729543635,0.0316208689581107,0.0437926677567654,0.0380181836220555,0.0227114611405239,
AZE,Upper middle income,Azerbaijan,Oil rents (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3515193326185,34.8798187342202,18.2688459530747,19.6231898664094,12.4314610349734,3.65932253834638,15.3152586278062,31.1158212374119,22.5283028469728,22.4274147444065,22.9803361213979,26.289087055234,36.0250775714759,39.682080111214,36.4122961064055,37.0911825985733,24.6119717855694,29.3712522663741,31.8215639541639,27.8210273484564,23.7128232971702,20.4836963751263,12.0696030873846,13.1967058779498,17.8554261508568,25.3091011620029,21.6999407942793,15.2778670937422,
BHS,High income,Bahamas The,Oil rents (% of GDP),,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BHR,High income,Bahrain,Oil rents (% of GDP),,,,,,,,,,,,,,,,,,,,,70.0376482516717,59.4006924978856,33.5687137841878,29.7521926462963,32.6636072906901,30.8289663692714,23.8654053220463,30.6976383180494,23.3777130789406,31.4617798879792,38.2144887587456,21.2817202176025,21.5424973602403,18.5701482998413,15.2771792357869,15.8599520375418,19.0857350639651,16.9269924885417,10.9558507799593,15.0677110946543,18.9956601807978,15.3146992457325,14.7799518607199,15.2934166390659,16.9404205526464,20.5130591702649,20.7412523034829,19.0594722513698,21.545897890077,14.0514305325426,17.1421262336379,23.2260718738275,19.8733142691698,20.588860813928,18.5519263418086,9.60099100535816,7.39733013372251,8.72501023574101,11.0840766774168,9.74068030936054,7.35913107256516,
BGD,Lower middle income,Bangladesh,Oil rents (% of GDP),,,,,,,,,,,0.0007717908782621,0.0010090792209406,0.0010283441680229,0.0011068204906711,0.0022462258887183,0.0026038760437173,0.0055730101083891,0.0058188055722858,0.0031641036081462,0.0043859670912098,0.0029857330917374,0.0019811506703978,0.001510308626054,0.0097667138437134,0.0156811175010381,0.0157401064975027,0.0082681300115323,0.0105754310012778,0.0078607802274032,0.0107064337961716,0.0211318609264818,0.0119208176552172,0.0146183489839686,0.0145799078455192,0.0183715631960888,0.0143699225364553,0.0187976949303,0.0187673788646105,0.0090316711452434,0.0159620431051161,0.0312810813358113,0.0514114586464212,0.0830392261309407,0.0738980507730822,0.0886336329031148,0.0866682180330701,0.105327270754595,0.150246637183845,0.209689066210975,0.0863049316024169,0.109465591472998,0.145933403013674,0.164106072177276,0.13405442555649,0.0941431250705334,0.0292551233007512,0.0139855211723214,0.0173720870703077,0.026184197832054,0.0153922733755207,0.0097279475743229,
