Country Code,Income Group,Country Name,Series Name,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021
AFG,Low income,Afghanistan,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Upper middle income,Albania,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.2,,,0.1,,,0.0,,,,0.1,,0.1,0.0,0.0,0.0,0.0,0.0,,
DZA,Lower middle income,Algeria,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,1.1,,,,,,,,,,,,,,,,0.2,,,,,,,,,,
ASM,Upper middle income,American Samoa,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND,High income,Andorra,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,Lower middle income,Angola,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,,,,,,4.1,,,,,,,,,,11.9,,,
ATG,High income,Antigua and Barbuda,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Upper middle income,Argentina,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,0.2,,,,,,1.1,0.9,,,,0.6,1.1,1.2,1.4,2.2,2.7,2.2,2.1,2.4,2.7,4.5,4.9,1.9,1.3,0.9,0.8,0.7,0.6,0.5,0.3,0.3,0.3,0.3,0.3,,0.3,0.2,0.3,0.3,0.3,
ARM,Upper middle income,Armenia,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,3.0,2.1,1.2,1.2,0.6,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.1,0.2,0.1,0.1,
ABW,High income,Aruba,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,High income,Australia,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.6,,,,0.5,,,,,,0.6,,,,,,0.6,,0.8,0.4,,,,0.3,,0.3,,,,0.4,,0.3,,0.4,,,
AUT,High income,Austria,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.2,1.0,,0.2,,,0.0,,,0.3,0.1,0.1,0.0,0.3,0.2,0.5,0.4,0.3,0.4,0.2,0.1,0.6,0.6,0.2,0.5,0.5,,
AZE,Upper middle income,Azerbaijan,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,1.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
BHS,High income,Bahamas The,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR,High income,Bahrain,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Lower middle income,Bangladesh,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,9.3,,6.8,,,10.4,,,10.5,,,,7.5,,,,,7.3,,,,,4.6,,,,,3.2,,,,,,2.4,,,,,
BRB,High income,Barbados,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,Upper middle income,Belarus,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5.2,3.5,1.5,1.0,0.8,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BEL,High income,Belgium,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.5,,,,0.8,,,0.4,,0.3,,,0.3,,,0.2,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,
BLZ,Upper middle income,Belize,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,5.8,,7.3,9.6,7.7,7.7,,,,,,,,,,,,,,,,,,,,,,
BEN,Lower middle income,Benin,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,,,,,,,,19.8,,,,23.0,,,4.8,,,
BMU,High income,Bermuda,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN,Lower middle income,Bhutan,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,1.1,,,,,0.3,,,,,0.2,,,,
BOL,Lower middle income,Bolivia,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,13.1,15.1,10.0,11.0,,4.4,7.9,6.3,4.6,3.8,3.8,,2.2,3.0,2.3,1.9,2.1,2.6,2.1,1.3,0.6,0.9,
BIH,Upper middle income,Bosnia and Herzegovina,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.1,,,0.0,,,,0.0,,,,,,,,,,
BWA,Upper middle income,Botswana,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,17.4,,,,,,,,13.1,,,,,,,,,11.1,,,,,,,5.5,,,,,,4.1,,,,,,
BRA,Upper middle income,Brazil,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,9.7,9.9,12.7,12.1,10.3,4.6,8.2,9.6,8.7,9.9,,10.2,9.6,,6.0,6.8,6.7,5.9,6.1,,5.2,4.4,4.9,4.2,3.7,3.1,3.2,2.5,2.4,,2.2,1.7,1.3,1.1,1.3,1.7,2.0,2.0,2.1,0.7,
VGB,High income,British Virgin Islands,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRN,High income,Brunei Darussalam,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,Upper middle income,Bulgaria,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,0.7,0.4,0.3,0.7,1.0,0.8,0.8,0.5,1.5,0.8,0.5,0.3,0.3,,
BFA,Low income,Burkina Faso,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7,,,,41.1,,,,,22.1,,,,,,18.2,,,,,9.5,,,,8.4,,,
BDI,Low income,Burundi,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,,,,,,39.9,,,,,,,,27.3,,,,,,,25.2,,,,,,,,
CPV,Lower middle income,Cabo Verde,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,2.5,,,,,,,,1.0,,,,,,
KHM,Lower middle income,Cambodia,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMR,Lower middle income,Cameroon,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,,,,,6.9,,,,,,9.3,,,,,,,8.3,,,,,,,
CAN,High income,Canada,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,1.6,,,,0.7,,,,,,0.4,,,,,,0.1,,,,0.1,,,0.2,,,0.2,0.2,,0.2,,,,0.1,,,0.1,,,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,,,,
CYM,High income,Cayman Islands,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAF,Low income,Central African Republic,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2,,,,,,,,,,,,,,,,29.7,,,,,,,,,,,,,
TCD,Low income,Chad,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2,,,,,,,,14.3,,,,,,,8.4,,,
CHI,High income,Channel Islands,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,High income,Chile,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,3.6,,2.0,,2.4,,1.6,,1.7,,2.2,,,2.1,,,0.7,,,0.6,,0.3,,0.2,,0.2,,0.2,,,0.4,
CHN,Upper middle income,China,Poverty gap at $2.15 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,,,24.1,,,15.9,,,15.9,,,12.4,,,6.2,,,5.1,,3.6,2.5,2.0,0.5,0.4,0.2,0.2,0.1,0.1,0.0,,
