Country Code,Income Group,Country Name,Series Name,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021
AFG,Low income,Afghanistan,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Upper middle income,Albania,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,2.3,,,1.4,,,0.5,,,,1.0,,2.1,0.7,0.7,0.7,0.5,0.1,,
DZA,Lower middle income,Algeria,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,6.7,,,,,,,,,,,,,,,,0.8,,,,,,,,,,
ASM,Upper middle income,American Samoa,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND,High income,Andorra,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,Lower middle income,Angola,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,,,,,,,,13.2,,,,,,,,,,24.5,,,
ATG,High income,Antigua and Barbuda,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Upper middle income,Argentina,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,0.3,,,,,,1.2,1.2,,,,1.1,1.8,2.1,2.1,3.6,4.1,3.6,3.7,4.0,4.8,7.5,10.5,4.7,3.5,2.6,2.1,1.7,1.6,1.4,0.9,0.7,0.8,0.7,0.7,,0.7,0.6,0.8,0.9,1.0,
ARM,Upper middle income,Armenia,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,14.3,12.1,9.8,7.1,4.3,3.3,2.8,1.7,2.5,2.6,2.5,2.2,2.4,2.3,2.1,1.9,1.6,2.1,1.9,1.2,
ABW,High income,Aruba,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,High income,Australia,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,0.7,,,,0.8,,,,0.6,,,,,,0.8,,,,,,0.7,,0.9,0.6,,,,0.4,,0.4,,,,0.4,,0.4,,0.5,,,
AUT,High income,Austria,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.3,1.0,,0.3,,,0.1,,,0.3,0.1,0.1,0.1,0.3,0.4,0.6,0.4,0.4,0.5,0.3,0.2,0.6,0.6,0.3,0.5,0.6,,
AZE,Upper middle income,Azerbaijan,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,,,,,,7.5,0.3,0.4,0.1,0.0,,,,,,,,,,,,,,,,
BHS,High income,Bahamas The,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR,High income,Bahrain,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Lower middle income,Bangladesh,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,31.7,,27.8,,,33.2,,,33.3,,,,28.1,,,,,27.0,,,,,22.0,,,,,18.3,,,,,,15.0,,,,,
BRB,High income,Barbados,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,Upper middle income,Belarus,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8,17.7,13.7,7.6,5.7,4.7,2.3,1.3,0.7,0.5,0.3,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BEL,High income,Belgium,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.6,,,,0.9,,,0.5,,0.4,,,0.3,,,0.3,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,,
BLZ,Upper middle income,Belize,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,13.5,,16.6,19.2,17.5,15.4,,,,,,,,,,,,,,,,,,,,,,
BEN,Lower middle income,Benin,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4,,,,,,,,39.6,,,,40.6,,,18.2,,,
BMU,High income,Bermuda,Poverty gap at $3.65 a day (2017 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
